"station","date","source","var","uni","val","qual","bswqstation","lbs","nrmrng","lbunis","inrng"
"Piney 11","2021-04-23","fldep","dosat","per",97.6,NA,"421","DO (% sat.)","98.1-106.9","(% sat.)","below"
"Piney 13","2021-04-23","fldep","dosat","per",97.3,NA,"428","DO (% sat.)","98.3-109.1","(% sat.)","below"
"Piney 15","2021-04-23","fldep","dosat","per",102,NA,"449","DO (% sat.)","97.8-109.6","(% sat.)","in range"
"Piney 3","2021-04-23","fldep","dosat","per",99.8,NA,"336","DO (% sat.)","97.8-107","(% sat.)","in range"
"Piney 6","2021-04-23","fldep","dosat","per",95.5,NA,"90","DO (% sat.)","85.6-93.2","(% sat.)","above"
"Piney 7","2021-04-23","fldep","dosat","per",94.6,NA,"21","DO (% sat.)","87.5-93.5","(% sat.)","above"
"Piney 8","2021-04-23","fldep","dosat","per",93.4,NA,"22","DO (% sat.)","82.5-100.9","(% sat.)","in range"
"Piney 9","2021-04-23","fldep","dosat","per",95.9,NA,"365","DO (% sat.)","96.8-102.6","(% sat.)","below"
"Piney 10","2021-04-23","fldep","nh34","mgl",0.004,"I","361","NH3, NH4+ (mg/L)","0-0.0636","(mg/L)","in range"
"Piney 11","2021-04-23","fldep","nh34","mgl",0.006,NA,"361","NH3, NH4+ (mg/L)","0-0.0636","(mg/L)","in range"
"Piney 13","2021-04-23","fldep","nh34","mgl",0.004,"I","CH1","NH3, NH4+ (mg/L)","0.0235-0.1127","(mg/L)","below"
"Piney 15","2021-04-23","fldep","nh34","mgl",0.004,"I","CH1","NH3, NH4+ (mg/L)","0.0235-0.1127","(mg/L)","below"
"Piney 3","2021-04-23","fldep","nh34","mgl",0.005,"I","361","NH3, NH4+ (mg/L)","0-0.0636","(mg/L)","in range"
"Piney 6","2021-04-23","fldep","nh34","mgl",0.004,"I","361","NH3, NH4+ (mg/L)","0-0.0636","(mg/L)","in range"
"Piney 7","2021-04-23","fldep","nh34","mgl",0.005,"I","361","NH3, NH4+ (mg/L)","0-0.0636","(mg/L)","in range"
"Piney 8","2021-04-23","fldep","nh34","mgl",0.005,"I","361","NH3, NH4+ (mg/L)","0-0.0636","(mg/L)","in range"
"Piney 9","2021-04-23","fldep","nh34","mgl",0.006,NA,"361","NH3, NH4+ (mg/L)","0-0.0636","(mg/L)","in range"
"Piney 10","2021-04-23","fldep","no23","mgl",0.004,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","in range"
"Piney 11","2021-04-23","fldep","no23","mgl",0.004,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","in range"
"Piney 13","2021-04-23","fldep","no23","mgl",0.004,"U","CH1","Nitrate/Nitrite (mg/L)","0.02024-0.19776","(mg/L)","below"
"Piney 15","2021-04-23","fldep","no23","mgl",0.004,"U","CH1","Nitrate/Nitrite (mg/L)","0.02024-0.19776","(mg/L)","below"
"Piney 3","2021-04-23","fldep","no23","mgl",0.004,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","in range"
"Piney 6","2021-04-23","fldep","no23","mgl",0.004,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","in range"
"Piney 7","2021-04-23","fldep","no23","mgl",0.004,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","in range"
"Piney 8","2021-04-23","fldep","no23","mgl",0.004,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","in range"
"Piney 9","2021-04-23","fldep","no23","mgl",0.004,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","in range"
"Piney 10","2021-04-23","fldep","orthop","mgl",0.091,NA,"CH1","Ortho-P (mg/L)","0.2159-0.2707","(mg/L)","below"
"Piney 11","2021-04-23","fldep","orthop","mgl",0.056,NA,"CH1","Ortho-P (mg/L)","0.2159-0.2707","(mg/L)","below"
"Piney 13","2021-04-23","fldep","orthop","mgl",0.034,NA,"CH1","Ortho-P (mg/L)","0.2159-0.2707","(mg/L)","below"
"Piney 15","2021-04-23","fldep","orthop","mgl",0.013,NA,"CH1","Ortho-P (mg/L)","0.2159-0.2707","(mg/L)","below"
"Piney 3","2021-04-23","fldep","orthop","mgl",0.11,NA,"16","Ortho-P (mg/L)","0.0508-0.0758","(mg/L)","above"
"Piney 6","2021-04-23","fldep","orthop","mgl",0.082,NA,"16","Ortho-P (mg/L)","0.0508-0.0758","(mg/L)","above"
"Piney 7","2021-04-23","fldep","orthop","mgl",0.064,NA,"16","Ortho-P (mg/L)","0.0508-0.0758","(mg/L)","in range"
"Piney 8","2021-04-23","fldep","orthop","mgl",0.1,NA,"LM4","Ortho-P (mg/L)","0.1174-0.1912","(mg/L)","below"
"Piney 9","2021-04-23","fldep","orthop","mgl",0.12,NA,"LM4","Ortho-P (mg/L)","0.1174-0.1912","(mg/L)","in range"
"Piney 10","2021-04-23","fldep","ph","none",8.1,NA,"400","pH","7.9-8.1","","in range"
"Piney 15","2021-04-23","fldep","ph","none",8.1,NA,"449","pH","8-8.2","","in range"
"Piney 3","2021-04-23","fldep","ph","none",8.1,NA,"336","pH","8-8.2","","in range"
"Piney 6","2021-04-23","fldep","ph","none",8,NA,"90","pH","7.9-8.1","","in range"
"Piney 7","2021-04-23","fldep","ph","none",8,NA,"21","pH","7.9-8.1","","in range"
"Piney 8","2021-04-23","fldep","ph","none",8,NA,"22","pH","8-8.2","","in range"
"Piney 9","2021-04-23","fldep","ph","none",8.1,NA,"365","pH","7.8-8.2","","in range"
"Piney 10","2021-04-23","fldep","sal","ppt",31.6,NA,"400","Sal (ppt)","28.3-34.5","(ppt)","in range"
"Piney 11","2021-04-23","fldep","sal","ppt",32.3,NA,"421","Sal (ppt)","26.6-35.6","(ppt)","in range"
"Piney 13","2021-04-23","fldep","sal","ppt",32.7,NA,"428","Sal (ppt)","26.4-36","(ppt)","in range"
"Piney 15","2021-04-23","fldep","sal","ppt",34,NA,"449","Sal (ppt)","28.3-36.9","(ppt)","in range"
"Piney 3","2021-04-23","fldep","sal","ppt",30.4,NA,"336","Sal (ppt)","25.1-33.7","(ppt)","in range"
"Piney 6","2021-04-23","fldep","sal","ppt",30.9,NA,"90","Sal (ppt)","29.9-34.5","(ppt)","in range"
"Piney 7","2021-04-23","fldep","sal","ppt",29.9,NA,"21","Sal (ppt)","28.9-33.7","(ppt)","in range"
"Piney 8","2021-04-23","fldep","sal","ppt",30.6,NA,"22","Sal (ppt)","29.6-34.4","(ppt)","in range"
"Piney 9","2021-04-23","fldep","sal","ppt",31.2,NA,"365","Sal (ppt)","25.9-34.7","(ppt)","in range"
"Piney 10","2021-04-23","fldep","secchi","m",1.7,NA,"400","Secchi (m)","2.1-2.5","(m)","below"
"Piney 11","2021-04-23","fldep","secchi","m",3.7,NA,"421","Secchi (m)","2.9-3.5","(m)","above"
"Piney 13","2021-04-23","fldep","secchi","m",3.7,NA,"428","Secchi (m)","2.6-3.4","(m)","above"
"Piney 15","2021-04-23","fldep","secchi","m",2,NA,"449","Secchi (m)","2.4-3.8","(m)","below"
"Piney 3","2021-04-23","fldep","secchi","m",4,NA,"336","Secchi (m)","2.3-3.1","(m)","above"
"Piney 6","2021-04-23","fldep","secchi","m",2.7,NA,"90","Secchi (m)","2.5-3.5","(m)","in range"
"Piney 7","2021-04-23","fldep","secchi","m",4.6,NA,"21","Secchi (m)","2.2-4.2","(m)","above"
"Piney 8","2021-04-23","fldep","secchi","m",1.8,NA,"22","Secchi (m)","1.9-2.1","(m)","below"
"Piney 9","2021-04-23","fldep","secchi","m",2.7,NA,"365","Secchi (m)","2.6-3","(m)","in range"
"Piney 10","2021-04-23","fldep","temp","c",24.1,NA,"400","Temp (C)","21.5-25.9","(C)","in range"
"Piney 11","2021-04-23","fldep","temp","c",24.3,NA,"421","Temp (C)","21.4-24.8","(C)","in range"
"Piney 13","2021-04-23","fldep","temp","c",24.5,NA,"428","Temp (C)","21.9-24.9","(C)","in range"
"Piney 15","2021-04-23","fldep","temp","c",24.3,NA,"449","Temp (C)","21.5-26.1","(C)","in range"
"Piney 3","2021-04-23","fldep","temp","c",24.2,NA,"336","Temp (C)","21.7-24.9","(C)","in range"
"Piney 6","2021-04-23","fldep","temp","c",24.2,NA,"90","Temp (C)","22.3-25.9","(C)","in range"
"Piney 7","2021-04-23","fldep","temp","c",24.3,NA,"21","Temp (C)","22.7-26.1","(C)","in range"
"Piney 8","2021-04-23","fldep","temp","c",23.8,NA,"22","Temp (C)","22.2-26.4","(C)","in range"
"Piney 9","2021-04-23","fldep","temp","c",24.1,NA,"365","Temp (C)","21.6-24.8","(C)","in range"
"Piney 10","2021-04-23","fldep","tn","mgl",0.37,"I","400","TN (mg/L)","0.11-0.482","(mg/L)","in range"
"Piney 11","2021-04-23","fldep","tn","mgl",0.33,"I","421","TN (mg/L)","0.095-0.663","(mg/L)","in range"
"Piney 13","2021-04-23","fldep","tn","mgl",0.36,"I","428","TN (mg/L)","0.145-0.493","(mg/L)","in range"
"Piney 15","2021-04-23","fldep","tn","mgl",0.27,"I","449","TN (mg/L)","0.171-0.511","(mg/L)","in range"
"Piney 3","2021-04-23","fldep","tn","mgl",0.5,NA,"336","TN (mg/L)","0.079-0.667","(mg/L)","in range"
"Piney 6","2021-04-23","fldep","tn","mgl",0.29,"I","361","TN (mg/L)","0.144-0.546","(mg/L)","in range"
"Piney 7","2021-04-23","fldep","tn","mgl",0.35,"I","202","TN (mg/L)","0.193-0.591","(mg/L)","in range"
"Piney 8","2021-04-23","fldep","tn","mgl",0.51,NA,"361","TN (mg/L)","0.144-0.546","(mg/L)","in range"
"Piney 9","2021-04-23","fldep","tn","mgl",0.31,"I","365","TN (mg/L)","0.211-0.775","(mg/L)","in range"
"Piney 10","2021-04-23","fldep","tp","mgl",0.11,NA,"400","TP (mg/L)","0-0.416","(mg/L)","in range"
"Piney 11","2021-04-23","fldep","tp","mgl",0.077,NA,"421","TP (mg/L)","0-0.53","(mg/L)","in range"
"Piney 13","2021-04-23","fldep","tp","mgl",0.062,NA,"428","TP (mg/L)","0.02-0.456","(mg/L)","in range"
"Piney 15","2021-04-23","fldep","tp","mgl",0.046,NA,"449","TP (mg/L)","0.129-0.571","(mg/L)","below"
"Piney 3","2021-04-23","fldep","tp","mgl",0.14,NA,"336","TP (mg/L)","0-0.473","(mg/L)","in range"
"Piney 6","2021-04-23","fldep","tp","mgl",0.11,NA,"361","TP (mg/L)","0-0.363","(mg/L)","in range"
"Piney 7","2021-04-23","fldep","tp","mgl",0.084,NA,"202","TP (mg/L)","0-0.397","(mg/L)","in range"
"Piney 8","2021-04-23","fldep","tp","mgl",0.13,NA,"361","TP (mg/L)","0-0.363","(mg/L)","in range"
"Piney 9","2021-04-23","fldep","tp","mgl",0.14,NA,"365","TP (mg/L)","0-0.546","(mg/L)","in range"
"Piney 10","2021-04-23","fldep","tss","mgl",4,"I","400","TSS (mg/l)","3.95-16.75","(mg/l)","in range"
"Piney 11","2021-04-23","fldep","tss","mgl",3,"U","421","TSS (mg/l)","5.34-9.94","(mg/l)","below"
"Piney 13","2021-04-23","fldep","tss","mgl",3,"U","428","TSS (mg/l)","0-27.69","(mg/l)","in range"
"Piney 15","2021-04-23","fldep","tss","mgl",5,"I","449","TSS (mg/l)","7.21-15.05","(mg/l)","below"
"Piney 3","2021-04-23","fldep","tss","mgl",5,"I","336","TSS (mg/l)","3.5-12.02","(mg/l)","in range"
"Piney 6","2021-04-23","fldep","tss","mgl",4,"I","361","TSS (mg/l)","3.83-15.95","(mg/l)","in range"
"Piney 7","2021-04-23","fldep","tss","mgl",3,"U","202","TSS (mg/l)","4.71-17.19","(mg/l)","below"
"Piney 8","2021-04-23","fldep","tss","mgl",4,"IA","22","TSS (mg/l)","6.27-12.39","(mg/l)","below"
"Piney 9","2021-04-23","fldep","tss","mgl",4,"I","365","TSS (mg/l)","2-9.36","(mg/l)","in range"
"Piney 10","2021-04-23","fldep","turb","ntu",2.1,NA,"400","Turb (NTU)","1.03-1.77","(NTU)","above"
"Piney 11","2021-04-23","fldep","turb","ntu",1.2,NA,"421","Turb (NTU)","0.83-1.41","(NTU)","in range"
"Piney 13","2021-04-23","fldep","turb","ntu",1.5,NA,"428","Turb (NTU)","0.65-2.47","(NTU)","in range"
"Piney 15","2021-04-23","fldep","turb","ntu",2.7,NA,"449","Turb (NTU)","1.08-1.98","(NTU)","above"
"Piney 3","2021-04-23","fldep","turb","ntu",1.9,NA,"336","Turb (NTU)","1.45-1.87","(NTU)","above"
"Piney 6","2021-04-23","fldep","turb","ntu",1.5,NA,"90","Turb (NTU)","0.78-2.7","(NTU)","in range"
"Piney 7","2021-04-23","fldep","turb","ntu",1.2,NA,"21","Turb (NTU)","0.75-2.47","(NTU)","in range"
"Piney 8","2021-04-23","fldep","turb","ntu",1.6,NA,"22","Turb (NTU)","0.61-3.71","(NTU)","in range"
"Piney 9","2021-04-23","fldep","turb","ntu",2.5,"A","365","Turb (NTU)","0.96-1.24","(NTU)","above"
"Piney 10","2021-04-24","fldep","chla","ugl",2.2,"I","400","Chl-a (ug/L)","1-5.4","(ug/L)","in range"
"Piney 11","2021-04-24","fldep","chla","ugl",1.9,"I","400","Chl-a (ug/L)","1-5.4","(ug/L)","in range"
"Piney 13","2021-04-24","fldep","chla","ugl",3.4,"I","425","Chl-a (ug/L)","0.94-4.32","(ug/L)","in range"
"Piney 15","2021-04-24","fldep","chla","ugl",2.5,NA,"455","Chl-a (ug/L)","1.66-2.2","(ug/L)","above"
"Piney 3","2021-04-24","fldep","chla","ugl",4.9,NA,"361","Chl-a (ug/L)","1.32-2.42","(ug/L)","above"
"Piney 6","2021-04-24","fldep","chla","ugl",1.7,"I","361","Chl-a (ug/L)","1.32-2.42","(ug/L)","in range"
"Piney 7","2021-04-24","fldep","chla","ugl",3.2,NA,"202","Chl-a (ug/L)","1.23-4.03","(ug/L)","in range"
"Piney 8","2021-04-24","fldep","chla","ugl",2.4,"I","361","Chl-a (ug/L)","1.32-2.42","(ug/L)","in range"
"Piney 10","2021-04-24","fldep","dosat","per",100.1,NA,"400","DO (% sat.)","94.2-103","(% sat.)","in range"
"Piney 11","2021-04-24","fldep","dosat","per",99.6,NA,"421","DO (% sat.)","98.1-106.9","(% sat.)","in range"
"Piney 13","2021-04-24","fldep","dosat","per",97,NA,"428","DO (% sat.)","98.3-109.1","(% sat.)","below"
"Piney 15","2021-04-24","fldep","dosat","per",101,NA,"449","DO (% sat.)","97.8-109.6","(% sat.)","in range"
"Piney 3","2021-04-24","fldep","dosat","per",96.5,NA,"336","DO (% sat.)","97.8-107","(% sat.)","below"
"Piney 6","2021-04-24","fldep","dosat","per",97.7,NA,"90","DO (% sat.)","85.6-93.2","(% sat.)","above"
"Piney 7","2021-04-24","fldep","dosat","per",95.4,NA,"21","DO (% sat.)","87.5-93.5","(% sat.)","above"
"Piney 8","2021-04-24","fldep","dosat","per",93.8,NA,"22","DO (% sat.)","82.5-100.9","(% sat.)","in range"
"Piney 9","2021-04-24","fldep","dosat","per",95.6,NA,"365","DO (% sat.)","96.8-102.6","(% sat.)","below"
"Piney 10","2021-04-24","fldep","nh34","mgl",0.003,"I","361","NH3, NH4+ (mg/L)","0-0.0636","(mg/L)","in range"
"Piney 11","2021-04-24","fldep","nh34","mgl",0.003,"I","361","NH3, NH4+ (mg/L)","0-0.0636","(mg/L)","in range"
"Piney 13","2021-04-24","fldep","nh34","mgl",0.004,"I","CH1","NH3, NH4+ (mg/L)","0.0235-0.1127","(mg/L)","below"
"Piney 15","2021-04-24","fldep","nh34","mgl",0.004,"I","CH1","NH3, NH4+ (mg/L)","0.0235-0.1127","(mg/L)","below"
"Piney 3","2021-04-24","fldep","nh34","mgl",0.004,"I","361","NH3, NH4+ (mg/L)","0-0.0636","(mg/L)","in range"
"Piney 6","2021-04-24","fldep","nh34","mgl",0.004,"I","361","NH3, NH4+ (mg/L)","0-0.0636","(mg/L)","in range"
"Piney 7","2021-04-24","fldep","nh34","mgl",0.006,NA,"361","NH3, NH4+ (mg/L)","0-0.0636","(mg/L)","in range"
"Piney 8","2021-04-24","fldep","nh34","mgl",0.005,NA,"361","NH3, NH4+ (mg/L)","0-0.0636","(mg/L)","in range"
"Piney 9","2021-04-24","fldep","nh34","mgl",0.004,"I","361","NH3, NH4+ (mg/L)","0-0.0636","(mg/L)","in range"
"Piney 10","2021-04-24","fldep","no23","mgl",0.004,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","in range"
"Piney 11","2021-04-24","fldep","no23","mgl",0.004,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","in range"
"Piney 13","2021-04-24","fldep","no23","mgl",0.004,"U","CH1","Nitrate/Nitrite (mg/L)","0.02024-0.19776","(mg/L)","below"
"Piney 15","2021-04-24","fldep","no23","mgl",0.004,"U","CH1","Nitrate/Nitrite (mg/L)","0.02024-0.19776","(mg/L)","below"
"Piney 3","2021-04-24","fldep","no23","mgl",0.004,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","in range"
"Piney 6","2021-04-24","fldep","no23","mgl",0.004,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","in range"
"Piney 7","2021-04-24","fldep","no23","mgl",0.004,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","in range"
"Piney 8","2021-04-24","fldep","no23","mgl",0.004,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","in range"
"Piney 9","2021-04-24","fldep","no23","mgl",0.004,"U","361","Nitrate/Nitrite (mg/L)","0.00276-0.01124","(mg/L)","in range"
"Piney 10","2021-04-24","fldep","orthop","mgl",0.068,NA,"CH1","Ortho-P (mg/L)","0.2159-0.2707","(mg/L)","below"
"Piney 11","2021-04-24","fldep","orthop","mgl",0.037,NA,"CH1","Ortho-P (mg/L)","0.2159-0.2707","(mg/L)","below"
"Piney 13","2021-04-24","fldep","orthop","mgl",0.022,NA,"CH1","Ortho-P (mg/L)","0.2159-0.2707","(mg/L)","below"
"Piney 15","2021-04-24","fldep","orthop","mgl",0.005,"I","CH1","Ortho-P (mg/L)","0.2159-0.2707","(mg/L)","below"
"Piney 3","2021-04-24","fldep","orthop","mgl",0.094,NA,"16","Ortho-P (mg/L)","0.0508-0.0758","(mg/L)","above"
"Piney 6","2021-04-24","fldep","orthop","mgl",0.051,NA,"16","Ortho-P (mg/L)","0.0508-0.0758","(mg/L)","in range"
"Piney 7","2021-04-24","fldep","orthop","mgl",0.062,NA,"16","Ortho-P (mg/L)","0.0508-0.0758","(mg/L)","in range"
"Piney 8","2021-04-24","fldep","orthop","mgl",0.084,NA,"LM4","Ortho-P (mg/L)","0.1174-0.1912","(mg/L)","below"
"Piney 9","2021-04-24","fldep","orthop","mgl",0.11,NA,"LM4","Ortho-P (mg/L)","0.1174-0.1912","(mg/L)","below"
"Piney 10","2021-04-24","fldep","ph","none",8.2,NA,"400","pH","7.9-8.1","","above"
"Piney 11","2021-04-24","fldep","ph","none",8.1,NA,"421","pH","8-8.2","","in range"
"Piney 13","2021-04-24","fldep","ph","none",8.1,NA,"428","pH","8-8.2","","in range"
"Piney 15","2021-04-24","fldep","ph","none",8.1,NA,"449","pH","8-8.2","","in range"
"Piney 3","2021-04-24","fldep","ph","none",8.1,NA,"336","pH","8-8.2","","in range"
"Piney 6","2021-04-24","fldep","ph","none",8.1,NA,"90","pH","7.9-8.1","","in range"
"Piney 7","2021-04-24","fldep","ph","none",8,NA,"21","pH","7.9-8.1","","in range"
"Piney 8","2021-04-24","fldep","ph","none",8,NA,"22","pH","8-8.2","","in range"
"Piney 9","2021-04-24","fldep","ph","none",8.1,NA,"365","pH","7.8-8.2","","in range"
"Piney 10","2021-04-24","fldep","sal","ppt",32,NA,"400","Sal (ppt)","28.3-34.5","(ppt)","in range"
"Piney 11","2021-04-24","fldep","sal","ppt",32.5,NA,"421","Sal (ppt)","26.6-35.6","(ppt)","in range"
"Piney 13","2021-04-24","fldep","sal","ppt",33,NA,"428","Sal (ppt)","26.4-36","(ppt)","in range"
"Piney 15","2021-04-24","fldep","sal","ppt",35,NA,"449","Sal (ppt)","28.3-36.9","(ppt)","in range"
"Piney 3","2021-04-24","fldep","sal","ppt",30.4,NA,"336","Sal (ppt)","25.1-33.7","(ppt)","in range"
"Piney 6","2021-04-24","fldep","sal","ppt",31.5,NA,"90","Sal (ppt)","29.9-34.5","(ppt)","in range"
"Piney 7","2021-04-24","fldep","sal","ppt",30.6,NA,"21","Sal (ppt)","28.9-33.7","(ppt)","in range"
"Piney 8","2021-04-24","fldep","sal","ppt",30.6,NA,"22","Sal (ppt)","29.6-34.4","(ppt)","in range"
"Piney 9","2021-04-24","fldep","sal","ppt",30.6,NA,"365","Sal (ppt)","25.9-34.7","(ppt)","in range"
"Piney 10","2021-04-24","fldep","secchi","m",1.5,NA,"400","Secchi (m)","2.1-2.5","(m)","below"
"Piney 11","2021-04-24","fldep","secchi","m",1.8,NA,"421","Secchi (m)","2.9-3.5","(m)","below"
"Piney 13","2021-04-24","fldep","secchi","m",2,NA,"428","Secchi (m)","2.6-3.4","(m)","below"
"Piney 15","2021-04-24","fldep","secchi","m",1.8,NA,"449","Secchi (m)","2.4-3.8","(m)","below"
"Piney 3","2021-04-24","fldep","secchi","m",2.2,NA,"336","Secchi (m)","2.3-3.1","(m)","below"
"Piney 7","2021-04-24","fldep","secchi","m",4,NA,"21","Secchi (m)","2.2-4.2","(m)","in range"
"Piney 8","2021-04-24","fldep","secchi","m",2.4,NA,"22","Secchi (m)","1.9-2.1","(m)","above"
"Piney 9","2021-04-24","fldep","secchi","m",3,NA,"365","Secchi (m)","2.6-3","(m)","in range"
"Piney 10","2021-04-24","fldep","temp","c",24.5,NA,"400","Temp (C)","21.5-25.9","(C)","in range"
"Piney 11","2021-04-24","fldep","temp","c",24.4,NA,"421","Temp (C)","21.4-24.8","(C)","in range"
"Piney 13","2021-04-24","fldep","temp","c",24.2,NA,"428","Temp (C)","21.9-24.9","(C)","in range"
"Piney 15","2021-04-24","fldep","temp","c",24.5,NA,"449","Temp (C)","21.5-26.1","(C)","in range"
"Piney 3","2021-04-24","fldep","temp","c",24.2,NA,"336","Temp (C)","21.7-24.9","(C)","in range"
"Piney 6","2021-04-24","fldep","temp","c",24.3,NA,"90","Temp (C)","22.3-25.9","(C)","in range"
"Piney 7","2021-04-24","fldep","temp","c",24.4,NA,"21","Temp (C)","22.7-26.1","(C)","in range"
"Piney 8","2021-04-24","fldep","temp","c",24.3,NA,"22","Temp (C)","22.2-26.4","(C)","in range"
"Piney 9","2021-04-24","fldep","temp","c",24.3,NA,"365","Temp (C)","21.6-24.8","(C)","in range"
"Piney 10","2021-04-24","fldep","tn","mgl",0.36,"I","400","TN (mg/L)","0.11-0.482","(mg/L)","in range"
"Piney 11","2021-04-24","fldep","tn","mgl",0.29,"I","421","TN (mg/L)","0.095-0.663","(mg/L)","in range"
"Piney 13","2021-04-24","fldep","tn","mgl",0.32,"I","428","TN (mg/L)","0.145-0.493","(mg/L)","in range"
"Piney 15","2021-04-24","fldep","tn","mgl",0.25,"I","449","TN (mg/L)","0.171-0.511","(mg/L)","in range"
"Piney 3","2021-04-24","fldep","tn","mgl",0.35,"I","336","TN (mg/L)","0.079-0.667","(mg/L)","in range"
"Piney 6","2021-04-24","fldep","tn","mgl",0.35,"I","361","TN (mg/L)","0.144-0.546","(mg/L)","in range"
"Piney 7","2021-04-24","fldep","tn","mgl",0.33,"I","202","TN (mg/L)","0.193-0.591","(mg/L)","in range"
"Piney 8","2021-04-24","fldep","tn","mgl",0.36,"I","361","TN (mg/L)","0.144-0.546","(mg/L)","in range"
"Piney 9","2021-04-24","fldep","tn","mgl",0.34,"I","365","TN (mg/L)","0.211-0.775","(mg/L)","in range"
"Piney 10","2021-04-24","fldep","tp","mgl",0.1,NA,"400","TP (mg/L)","0-0.416","(mg/L)","in range"
"Piney 11","2021-04-24","fldep","tp","mgl",0.062,NA,"421","TP (mg/L)","0-0.53","(mg/L)","in range"
"Piney 13","2021-04-24","fldep","tp","mgl",0.068,NA,"428","TP (mg/L)","0.02-0.456","(mg/L)","in range"
"Piney 15","2021-04-24","fldep","tp","mgl",0.036,NA,"449","TP (mg/L)","0.129-0.571","(mg/L)","below"
"Piney 3","2021-04-24","fldep","tp","mgl",0.13,NA,"336","TP (mg/L)","0-0.473","(mg/L)","in range"
"Piney 6","2021-04-24","fldep","tp","mgl",0.077,NA,"361","TP (mg/L)","0-0.363","(mg/L)","in range"
"Piney 7","2021-04-24","fldep","tp","mgl",0.091,NA,"202","TP (mg/L)","0-0.397","(mg/L)","in range"
"Piney 8","2021-04-24","fldep","tp","mgl",0.11,NA,"361","TP (mg/L)","0-0.363","(mg/L)","in range"
"Piney 9","2021-04-24","fldep","tp","mgl",0.14,NA,"365","TP (mg/L)","0-0.546","(mg/L)","in range"
"Piney 10","2021-04-24","fldep","tss","mgl",4,"I","400","TSS (mg/l)","3.95-16.75","(mg/l)","in range"
"Piney 11","2021-04-24","fldep","tss","mgl",3,"U","421","TSS (mg/l)","5.34-9.94","(mg/l)","below"
"Piney 13","2021-04-24","fldep","tss","mgl",5,"I","428","TSS (mg/l)","0-27.69","(mg/l)","in range"
"Piney 15","2021-04-24","fldep","tss","mgl",4,"I","449","TSS (mg/l)","7.21-15.05","(mg/l)","below"
"Piney 3","2021-04-24","fldep","tss","mgl",3,"U","336","TSS (mg/l)","3.5-12.02","(mg/l)","below"
"Piney 6","2021-04-24","fldep","tss","mgl",3,"IA","361","TSS (mg/l)","3.83-15.95","(mg/l)","below"
"Piney 7","2021-04-24","fldep","tss","mgl",3,"U","202","TSS (mg/l)","4.71-17.19","(mg/l)","below"
"Piney 8","2021-04-24","fldep","tss","mgl",3,"U","22","TSS (mg/l)","6.27-12.39","(mg/l)","below"
"Piney 9","2021-04-24","fldep","tss","mgl",6,"I","365","TSS (mg/l)","2-9.36","(mg/l)","in range"
"Piney 10","2021-04-24","fldep","turb","ntu",1.9,NA,"400","Turb (NTU)","1.03-1.77","(NTU)","above"
"Piney 11","2021-04-24","fldep","turb","ntu",1.4,NA,"421","Turb (NTU)","0.83-1.41","(NTU)","in range"
"Piney 13","2021-04-24","fldep","turb","ntu",3.5,NA,"428","Turb (NTU)","0.65-2.47","(NTU)","above"
"Piney 15","2021-04-24","fldep","turb","ntu",2.8,"A","449","Turb (NTU)","1.08-1.98","(NTU)","above"
"Piney 3","2021-04-24","fldep","turb","ntu",1.8,"A","336","Turb (NTU)","1.45-1.87","(NTU)","in range"
